,potential_ceo_company
687982,Morgan
688116,Os
688120,Alibaba
688147,Wolf
688197,David Aviezer
688198,Sunday Protalix
688227,Buffett
688324,Nissan
688360,File Justin SullivanApple
688361,Tim Cook
688362,Apple Worldwide Developers Conference Moscone West
688369,Tim Cook
688377,Cook
688466,Os
688584,August
688909,Mark Frissora
689057,Phillips
689095,One
689112,Scott Thompson
689113,Dollar Thrifty
689114,MacDonald
689142,Hertz
689150,Rich Handler
689160,Jefferies
689174,Marc Benioff
689193,Target
689264,Organization Economic Cooperation Development
689349,Apple
689352,Apple
689364,Boeing Co
689365,Michael OLeary
689374,AppDownloadCourtesy ZillowZillow
689375,Spencer Rascoff
689376,Os
689387,Os
689436,Mark Cuban
689438,Os
689526,Jon Corzine
689665,Brian MacDonald
689666,Hertz Equipment Rental Corporation
689667,Hertz Linda Fayne Levinson
689834,Yahoo
690137,Goldman Sachs
690277,Tesco
690280,Tesco
690598,Eduardo MunozWilliam Ackman
690599,Pershing Square Capital Management
690622,Valeant
690676,July
690820,AppDownload
690821,ImagesApple
690822,Tim Cook
690823,Apple Watch Tuesday Sept
690950,AppDownloadNetflixToday
691116,Antony Ressler Chairman
691117,Ares Management
691194,AppDownloadRebecca Cook
691196,Mary Barra
691197,Canyon
691383,New Jersey
691460,Tim Cook
691484,John Foraker
691905,Samsung
691984,Mike Sneesby
692287,Group
692359,David Sadigh
692360,Digital Luxury Group
692739,The
692777,Mike JeffriesAbercrombie
692779,Mike Jeffries
692780,Abercombie
692821,Jeffries
692850,Jeffries
692853,Skiddy
692854,Stade
692855,OneWire Mark Patterson
692929,Botin
692930,Santander
692931,Santander
693009,AppDownload
693011,Dick Costolo
693176,Apple
693336,Or
693570,Nevada
693574,Nevada
693622,Alibaba
693761,AppDownloadThomson ReutersApple
693762,Tim Cook
693773,Omri Lachman
693774,Humavox Israeli
693796,Alex Gruzen
693797,WiTricity
693813,Pavan Pudipeddi
693814,PowerSquare July
693835,Abercrombie
693878,Family Dollar
693906,Marchionne
693917,Group Montezemolo
693931,Reporting Agnieszka Flak
693990,Elon Musk
694048,Yuriko NakaoFacebook
694050,Japanese Prime Minister Yoshihiko Noda
694057,Mark Zuckerberg
694369,Tim Cook
694389,Phone
694582,Morgan Chairman
694583,Jamie Dimon
694584,Aspen Institute
694858,Peugeot Citroen
694859,Nissan
694862,AppDownload
694863,Rick WilkingThe
694877,SkyBridge Capital
694878,Anthony Scaramucci
694977,Carson Block
694990,Thursday
694995,Joseph Magnacca
695004,AppDownload
695007,Phones
695050,Potdevin
695596,Morgan Chase
696058,Getty ImagesApple
696059,Tim Cook
696073,Tim Cook
696078,Tim Cook
696101,Darden
696147,Steve Jobs
696406,Group
696442,Tim Cook
696450,Tim Cook
696569,Thiel
696804,Darden
696807,Joi ItoWealthfront
696808,Adam Nash
696811,Adam Nash
696815,OpenTable
697091,Scott Thompson
697092,Dollar Thrifty Automotive Group
697501,Lucy NicholsonTesla
697504,Elon Musk
697514,Elon Musk
697515,Tesla
697620,David Sadigh
697621,Digital Luxury Group
697699,Rich Handler
697713,Vitor Bento
697921,Mr
697977,Illinois
698035,Os
698183,Lloyds Banking Group Portuguese
698184,Antonio Horta Osorio
698192,Joao Moreira Rato
698193,Jose Honorio
698194,Bank Portugal July
698239,AppDownload
698241,Marissa MayerChina Alibaba
698298,AppDownloadNetflixToday
698318,Mark Cuban
698325,Os
698383,Maurice
698422,Stephen Lam Apple
698423,Tim Cook
698506,Apple
698610,Video On FacebookRebecca Cook
698612,Mary Barra
698613,Canyon
698696,House Representatives Financial Services Committee Capitol Hill Washington
698938,December
699172,Yes
699299,Business Insider
699352,Tesla
699409,Business Insider
700035,Satya Nadella
700036,Minecraft
700130,Tim Cook Apple
700148,Phone
700164,Phone
700233,Berkshire
700240,Pershing Square Capital Management
700667,Ghosn
700724,Ghosn
700737,Ghosn
700894,Tuesday
700896,Monday
701039,December
701160,June
701289,Taylor Rhodes
701318,Rolls Royce
701319,Torsten Mueller
701320,Oetvoes
701405,Michael Francis
701406,Francis Investment Counsel
701447,Morningstar
701495,Elon Musk
701517,Council Health Innovation
701646,Qingyong Wu
701647,Minghong Wu
701653,Qinyong Wu
701768,Most
701813,Skiddy
701814,Stade Patterson
701955,Loeb
702047,Os
702052,Business Roundtable
702054,Business Roundtable
702055,Economic Outlook Index
702155,Kim Kyung
702156,HoonApple
702157,Tim Cook ChinaApple
702332,Oct
702467,So
702574,Amazon
703109,Apple
703190,Wells Fargo
703191,John Stumpf
703381,Business Insider
703536,Wednesday
704398,Citigroup
704495,Mike Hopkins
704500,Netflix
704665,Transatlantic Trade Investment Partnership
704683,Allianz
704996,Stuart Miller Complementing
705204,Stoll Kraft
705206,Charles Scharf
705375,Safran
705376,Rainer Ohler Airbus Group
705626,Osama FaisalTime
705628,David Barger
705665,JetBlue
705807,OracleLarry Ellison
705819,Larry Ellison
705820,Safra Catz Mark Hurd
705833,Safra Catz Mark Hurd
705834,Oracle Corporation
705836,Safra Catz
705838,Mark Hurd
705851,Larry Ellison
705852,Silicon Valley
705859,Wall Street
705872,Safra Catz
705876,Oracle
705877,Mark Hurd
705959,Android
705961,Tim Cook
705981,Phone
706092,AppDownload
706093,ImagesAlibaba
706094,Jack Ma Reuters
706135,Reuters
706244,Satya Nadella
706248,Microsoft
706251,Satya Nadella
706258,Os
706260,Os
706264,Os
706272,Os
706491,Rite Aid Chairman
706492,John Standley
706704,Inc
706729,Warren Buffett
706736,Michael Bloomberg Goldman Sachs
706737,Lloyd Blankfein Michigan
706738,Rick Snyder Detroit
706742,Buffett
706850,Corporation Enterprise Development
707236,Os
707345,Os
707382,AppDownloadThomson ReutersApple
707384,Flint Center Cupertino
707419,Mark Hurd
707420,Os
707425,Business Insider
707432,Ellison
707449,AppDownloadThomson ReutersOracle Corp
707450,Ellison
707451,Oracle Database In
707464,Ellison
707468,Hurd
707473,Ellison
707489,Chad Eschinger
707703,Larry Ellison
707713,Ellison
707843,New York Stock Exchange Friday
707876,Larry Ellison
707878,Safra Catz Mark Hurd
708016,Marissa Mayer
708023,Jack Ma
708032,Jerry Yang
708034,Carol Bartz
708041,Scott Thompson
708063,Yahoo
708067,Yahoo
708174,Thursday Oracle
708175,Larry Ellison
708176,Safra Catz Mark Hurd
708177,Friday Oracle
708231,Forrest Gump Alibaba
708232,Jack Ma
708251,StreetInsider Jonas
708427,Jack Ma
708548,Yahoo
708550,Jerry Yang
708551,Terry Semel
708561,Yahoo
708608,Os
708663,Chairman Joe Tsai
708664,Jonathan Lu
708665,FirstTrade
708683,Alibaba
708767,London
708862,Apple
708987,Larry Ellison Has Stepped Down
709133,General Mills Chairman
709134,Ken Powell
709143,Murad Al
709144,Katib
709145,Alliance Grain Traders Regina Saskatchewan
709389,Yan Changzai
709671,Giant Interactive Shi Yuzhu
709672,Sina Charles Chao
709711,David Wei
709889,OracleLarry Ellison
709958,Adam Sarhan
709959,Sarhan Capital New York
709976,ReutersBank America
709977,Brian Moynihan
709987,Brian Moynihan
709990,Hough
710103,Mike Hopkins
710230,Sheryl Sandberg
710402,OneWire
710403,Skiddy
710404,Stade Patterson
710603,Cisco
710604,John Chambers
710606,Cisco
710624,Cisco
710638,Cisco
710657,John Chambers
710664,John Chambers
710695,Os
710737,Cisco
710793,Snyder
710798,CiscoCisco
710799,John Chambers When
710815,Cisco
710822,Cisco
710823,Cisco
710851,Jayshree Ullal
710865,The Mario Rule
710867,John Chambers
710873,Arista Networks
710921,Reuters
711149,Solar City
711303,GlobalPost
711393,Citigroup
711734,Business Insider
711799,Randy Garutti
711857,Doubleline Capital
711885,AppDownload
711886,Meg WhitmanFor
711892,Meg Whitman
711893,Joe Tucci
711899,Autonomy
711914,Joe Tucci
711968,Tesla
712025,David Barger
712030,Robin Hayes
712033,JetBlue
712038,JetBlue
712050,JetBlue
712055,JetBlue
712065,European Parliament Economic Monetary Affairs Committee Brussels September
712097,City
712106,Tekmira Pharmaceuticals Corporation
712115,Tekmira President
712239,William Conway
712240,Julian Robertson William Dudley
712241,Federal Reserve Bank New York
712348,AppDownloadWilliam E Conway
712349,Carlyle Group Julian Robertson Tiger ManagementFor
712494,Dan Doctoroff
713170,Kaeser
713182,Peter Loescher Kaeser
713198,Kaeser
713199,United Stateswas
713388,Deloitte
713481,Erian
713564,Michael Marcovici
713565,AppDownloadReuters
713745,Bill Stiritz
713746,Post Holdings
713754,Ultrasonic Chinese
713756,Clifford Chan
713757,Qingyong Wu
713781,Dell
713886,Bill Stiritz
713887,Post Holdings
713895,Ultrasonic Chinese
713897,Clifford Chan
713898,Qingyong Wu
714170,Qingyong Wu
714175,Qingyong Wu
714255,Bausch
714535,William
714539,Stiritz
714555,Post Holdings
714729,GettyBusinessman Sir Richard Branson LinkedIn
714730,Os
714733,Global Social
714734,Survey Brandfog
714736,Brandfog
714737,Os
714738,Os
714739,Os
714740,Os
714742,Os
715004,Warren Buffett
715140,Mohamed El
715165,Gross
715174,El
715218,AppDownload
715224,Frans
715225,Houten
715240,Tuesday
715426,John Chambers
715431,Joe Tucci
715451,Stephen Blyth
715455,Blyth
715469,Jane Mendillo
715501,AppDownloadAlong
715503,Larry Ellison
715509,Ellison
715649,Os
715743,Elon Musk South African
715746,Musk America
715772,Trusted
715913,AppDownloadThomson Reuters
715914,Robert Benmosche
715921,Benmosche
715924,Berkshire
715926,Buffett
715953,Bank
716087,AppDownloadMike Lawrie
716088,NikeNike
716089,Mark Parker Nike
716134,Estimize
716137,Estimize
716163,Yahoo
716165,Marissa Mayer
716473,Alive
716553,Harold Hamm
716749,Ryo Koyama
716750,Weaved
716755,Wednesday
716781,Os
716808,PepsiCo
716823,Pepsi
716873,Capital
716963,Bernd Pischetsrieder
716964,Wolfgang Bernhard
716986,AppDownloadThomson Reuters
716987,Air Lease Corp
716988,Udvar
716989,Hazy
716990,New York Stock Exchange
716991,Boeing Commercial Airplanes Ray Conner Farnborough Airshow
717057,AppDownload
717058,Former Tesco
717059,Philip Clarke
717062,Philip Clarke
717064,Dave Lewis
717079,Reuters
717254,Carter
717467,Microsoft
717886,Back May
717899,Everyone
718539,Commerzbank
718618,Oracle
718634,Oracle
718824,Investment Office Florida State Board Administration Orange County Employees Retirement System Vermont Pension Investment Committee
718910,Pimco
718920,Bill Gross
719064,Bharara
719084,Oracle
719089,Robert GalbraithOracle
719090,Larry Ellison
719099,Oracle
719105,Oracle
719128,Fred ProuserSteve Wynn
719251,Mark Tibergien
719252,Pershing Advisor Solutions
719296,Capital
719315,Allianz
719338,You
719399,Jeffrey Gundlach
719502,During
719523,Ritholtz Wealth Management
719582,Ilya Ryashchin First Vice President
719730,Gross
719747,Yahoo
719748,Yahoo
719754,Yahoo Yahoo
719755,Googler Marissa Mayer Or
719756,Googler Tim Armstrong Either
719763,Marissa Mayer
719764,Yahoo Yahoo
719766,Tim Armstrong
719771,Googler
719772,Googlers
719773,Googler
719774,Googler
719775,Tim Armstrong
719777,Marissa Mayer
719778,Rinaldi
719780,Tim Armstrong
719794,Jim Urquhart
719795,Tim Armstrong
719983,Marissa Mayer
719989,Marissa Mayer
720028,Tim Armstrong
720029,Armstrong Smith
720038,First Avenue Sunnyvale California
720041,Yahoo Inc
720082,Yahoo
720154,Reuters
720178,Mohamed El
720354,Shannon StapletonJack Bogle
720355,The Vanguard GroupInvesting
720367,Gross
720557,Erian
720594,Mr
720596,Dick Weil
720629,Erian
720706,Gross
720782,Dick Weil
720938,Japanese
721151,Friday
721179,Frankfurt
721185,Wu Qingyong
721478,Gross
721703,Electronics
721913,Jean
721936,Warren Buffett
722262,JetBlue
722292,South Korea
722385,Google
722445,Sunday
722527,El
722592,October
722636,Security Electronics Communications Technology Association
722737,May
722771,Getty ImagesDreamWorks
722772,Jeffrey Katzenberg
722773,Japan SoftBank
722801,Masayoshi Son
722810,AppDownload
722811,ImagesAlibaba
722814,Alibaba Group Holding Ltd
722950,Adidas
723034,Adidas
723119,Thursday
723120,Ryanair
723206,Qatar Airways Akbar Al Baker
723236,Tim Armstrong
723260,Microsoft
723291,Mohamed El
723298,Doug Hodge Group
723299,Dan Ivascyn
723336,Karma
723337,Ken Lin
723363,Getty Images TechCrunchTheranos
723364,Elizabeth Holmes TechCrunch Disrupt Pier
723365,Sept
723384,Mark Zuckerberg
723386,Dustin Moskovitz
723486,Resource Horizons Group
723527,Mark Fields
723528,Blue Oval July
723549,Ford
723551,One Ford
723552,Alan Mulally
723553,Sakchai Lalit
723554,Former Ford
723555,Alan Mulally
723632,David Karp
723634,Os
723635,Sexiest
723636,Os Alive
723902,Larry Page
724009,Erian
724029,David Einhorn
724178,Gates
724556,Doug Hodge
724564,Tesla Motors
724565,Elon Musk Number
724572,Number Ten Facebook
724703,Dov Charney
724709,Sruthi Ramakrishnan Bangalore
725226,Monday
725300,Getty Images
725516,Doug Hodge
725548,El
725690,Elon Musk
725706,Chinese
725806,AppDownloadCisco
725807,John Chambers
725814,RudyHavenstein
725815,Doug Hodge
725816,Daniel Ivascyn
725817,Doug Hodge
725818,Dan Ivascyn
725976,John Luttrell
725978,Charney
725980,Charney
725982,July
726144,Mayer
726149,Tim Armstrong
726169,Microsoft
726271,Elliot
726289,Ford
726356,John Donahoe
726433,Elon Musk
726442,Elon Musk
726476,Business Management Administration
726750,AppDownloadThomson ReutersMicrosoft
726752,New Delhi
726833,John Donahoe
727008,Future Finance Citigroup
727009,Michael Corbat Warburg Pincus Joe Landy
727138,Bay
727150,PayPal
727301,Microsoft
727393,Music
727404,Smith
727493,China
727530,Bay Marketplaces
727537,Bay Inc
727538,John Donahoe
727539,Bob Swan
727546,Bay Inc
727552,Donahoe
727566,Bay Inc
727567,John Donahoe
727568,Bob Swan
727573,Bay Marketplaces
727575,Bay Wenig
727576,Bay Marketplaces
727577,Bay Enterprise
727587,Bay
727589,Bay
727599,PayPal Concurrent
727605,Priceline Virgin Mobile
727812,Dick Weil
727899,Os
727902,Jack Ma
727961,Bill Gross
727981,Yui Pimco
727982,Doug Hodge
728165,Pimco
728210,Dick Weil
728293,Oracle
728391,Vs
728396,Under
728454,Bill Gross
728458,Erian
728662,Tuesday
728689,Os
728715,Russell
728730,Barry Ritholtz
728731,Josh Brown
728732,Ritholtz Wealth Management
728734,Ritholtz Wealth
728735,Josh Brown
728736,Barry Ritholtz
728762,Jo
728837,Mary Barra
728848,Mark Fields
728849,European South American
728855,Mary Barra
728858,Alan Mulally Ford
728859,Great American Car Company
728863,Mary Barra
728865,Sexiest
728866,Os Alive
728987,Eduardo MunozBill Ackman
729294,Renault
729295,Carlos Ghosn
729559,AppDownloadThomson ReutersAckman
729560,Pershing Square Capital Management
729603,Alibaba
729751,Adidas
729845,Morgan
729855,John Byrant
729856,London Journal
729934,Pimco
729980,Pimco
730020,Pimco
730052,Snapchat
730063,Billionaires
730064,Billionaires
730089,Bloomberg
730116,Buffett
730133,Thursday
730318,RacksAndStands
730319,Niraj Shah
730345,Wayfair
730660,Morgan
730968,Smith
730970,Sexiest
730971,Os Alive These
730972,Os
730974,Os
731289,West Africa
731381,Os
731426,ImagesBerkshire Hathaway
731428,Thursday Omaha
731864,Fiat
732075,Fund
732090,Gross
732147,Lamborghini
732192,Tesco
732202,Phil Clarke
732207,Laurie McIlwee
732225,Dave Lewis
732244,Lewis Unilever
732401,Elon Musk
732427,Reuters
732663,Janus
733055,Morgan
733241,Erian
733242,Erian
733307,Wynn Resorts
733357,Alibaba
733514,Janus
733844,Doug Hodge
733885,Arnd WiegmannSwiss
733886,Sergio Ermotti May
734105,Doug Hodge
734286,Sexiest
734287,Os Alive These
734293,Business InsiderBarbara Corcoran
734302,Barron Joe Mansueto
